reference,solution,solved,exact_match,program_operation_score,program_position_score,program_sequence_score,program_edit_score,partial_correctness,best_effort_program,best_effort_operation_score,best_effort_position_score,best_effort_sequence_score,best_effort_edit_score,best_effort_partial_correctness,nb_steps,wall_ms
"LIST|LIST|FILTER,<0,1|ZIPWITH,max,2,0",,False,0.0,0.0,0.0,0.0,0.0,0.0,"LIST|LIST|ZIPWITH,min,0,0",0.5,0.5,0.5,0.5,0.5,1000,148.9849090576172
"LIST|LIST|FILTER,<0,1|ZIPWITH,min,2,0",,False,0.0,0.0,0.0,0.0,0.0,0.0,"LIST|LIST|ZIPWITH,min,0,0|ZIPWITH,min,2,1",0.5,0.5,0.5,0.5,0.5,1000,131.99830055236816
"LIST|LIST|FILTER,>0,1|ZIPWITH,+,0,2",,False,0.0,0.0,0.0,0.0,0.0,0.0,"LIST|LIST|ZIPWITH,+,0,0|FILTER,ODD,2",0.5,0.5,0.5,0.5,0.5,1000,155.03334999084473
"LIST|LIST|FILTER,ODD,1|ZIPWITH,max,0,2",,False,0.0,0.0,0.0,0.0,0.0,0.0,"LIST|LIST|ZIPWITH,min,0,0",0.5,0.5,0.5,0.5,0.5,1000,113.19875717163086
"LIST|LIST|INT|DROP,2,0|ZIPWITH,+,1,3","LIST|LIST|INT|ZIPWITH,min,0,0|DROP,2,3",True,0.0,0.6,0.6,0.6,0.6,0.6,"LIST|LIST|INT|ZIPWITH,min,0,0|DROP,2,3",0.6,0.6,0.6,0.6,0.6,119,13.783931732177734
"LIST|LIST|INT|DROP,2,1|ZIPWITH,+,3,0","LIST|LIST|INT|ZIPWITH,min,0,0|DROP,2,3",True,0.0,0.6,0.6,0.6,0.6,0.6,"LIST|LIST|INT|ZIPWITH,min,0,0|DROP,2,3",0.6,0.6,0.6,0.6,0.6,119,10.289430618286133
"LIST|LIST|LIST|ZIPWITH,*,0,1|ZIPWITH,-,3,2","LIST|LIST|LIST|ZIPWITH,*,0,1|ZIPWITH,-,3,2",True,1.0,1.0,1.0,1.0,1.0,1.0,"LIST|LIST|LIST|ZIPWITH,*,0,1|ZIPWITH,-,3,2",1.0,1.0,1.0,1.0,1.0,221,29.7698974609375
"LIST|LIST|LIST|ZIPWITH,*,1,2|ZIPWITH,*,3,0","LIST|LIST|LIST|ZIPWITH,*,0,1|ZIPWITH,*,3,2",True,0.0,0.6,0.6,0.6,0.6,0.6,"LIST|LIST|LIST|ZIPWITH,*,0,1|ZIPWITH,*,3,2",0.6,0.6,0.6,0.6,0.6,206,25.50053596496582
"LIST|LIST|LIST|ZIPWITH,+,1,2|ZIPWITH,+,3,0","LIST|LIST|LIST|ZIPWITH,+,0,1|ZIPWITH,+,3,2",True,0.0,0.6,0.6,0.6,0.6,0.6,"LIST|LIST|LIST|ZIPWITH,+,0,1|ZIPWITH,+,3,2",0.6,0.6,0.6,0.6,0.6,206,30.49468994140625
"LIST|LIST|LIST|ZIPWITH,+,2,1|ZIPWITH,*,3,0",,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1000,176.53703689575195
"LIST|LIST|LIST|ZIPWITH,-,0,1|ZIPWITH,*,3,2",,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1000,148.5593318939209
"LIST|LIST|LIST|ZIPWITH,-,1,2|ZIPWITH,+,0,3","LIST|LIST|LIST|ZIPWITH,+,0,1|ZIPWITH,-,3,2",True,0.0,0.6,0.6,0.6,0.6,0.6,"LIST|LIST|LIST|ZIPWITH,+,0,1|ZIPWITH,-,3,2",0.6,0.6,0.6,0.6,0.6,221,43.33233833312988
"LIST|LIST|LIST|ZIPWITH,min,0,2|ZIPWITH,max,3,1","LIST|LIST|LIST|ZIPWITH,min,0,2|ZIPWITH,max,3,1",True,1.0,1.0,1.0,1.0,1.0,1.0,"LIST|LIST|LIST|ZIPWITH,min,0,2|ZIPWITH,max,3,1",1.0,1.0,1.0,1.0,1.0,436,51.1937141418457
"LIST|LIST|MAP,**2,0|ZIPWITH,*,2,1","LIST|LIST|ZIPWITH,*,0,0|ZIPWITH,*,2,1",True,0.0,0.75,0.75,0.5,0.75,0.6875,"LIST|LIST|ZIPWITH,*,0,0|ZIPWITH,*,2,1",0.75,0.75,0.5,0.75,0.6875,5,0.9989738464355468
"LIST|LIST|MAP,*3,0|ZIPWITH,-,2,1",,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1000,168.64514350891113
"LIST|LIST|MAP,-1,0|ZIPWITH,*,1,2","LIST|LIST|ZIPWITH,*,0,1|ZIPWITH,-,2,1",True,0.0,0.5,0.5,0.5,0.5,0.5,"LIST|LIST|ZIPWITH,*,0,1|ZIPWITH,-,2,1",0.5,0.5,0.5,0.5,0.5,157,29.27398681640625
"LIST|LIST|MAP,-1,1|ZIPWITH,max,2,0",,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1000,139.24241065979004
"LIST|LIST|MAP,/3,0|ZIPWITH,*,1,2",,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1000,165.8730506896973
"LIST|LIST|MAP,/3,0|ZIPWITH,-,2,1",,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1001,168.35403442382812
"LIST|LIST|MAP,/4,1|ZIPWITH,max,2,0",,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1000,145.85399627685547
"LIST|LIST|SCAN1L,-,0|ZIPWITH,*,1,2",,False,0.0,0.0,0.0,0.0,0.0,0.0,"LIST|LIST|ZIPWITH,*,0,0|ZIPWITH,*,2,1",0.5,0.5,0.5,0.5,0.5,1000,215.89994430541992
"LIST|LIST|SCAN1L,-,1|ZIPWITH,max,0,2",,False,0.0,0.0,0.0,0.0,0.0,0.0,"LIST|LIST|ZIPWITH,min,0,0|ZIPWITH,max,2,1",0.5,0.5,0.5,0.5,0.5,1000,181.4815998077393
"LIST|LIST|SCAN1L,-,1|ZIPWITH,max,2,0",,False,0.0,0.0,0.0,0.0,0.0,0.0,"LIST|LIST|ZIPWITH,min,0,0|ZIPWITH,max,2,1",0.5,0.5,0.5,0.5,0.5,1000,167.00267791748047
"LIST|LIST|SORT,1|ZIPWITH,*,0,2",,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1000,183.7601661682129
"LIST|LIST|TAIL,0|TAKE,2,1",,False,0.0,0.0,0.0,0.0,0.0,0.0,"LIST|LIST|ZIPWITH,+,0,0|ZIPWITH,min,1,1",0.5,0.5,0.5,0.5,0.5,1001,175.4157543182373
"LIST|LIST|ZIPWITH,*,0,0|ZIPWITH,max,1,2",,False,0.0,0.0,0.0,0.0,0.0,0.0,"LIST|LIST|ZIPWITH,+,0,0|ZIPWITH,*,0,0",0.75,0.5,0.5,0.5,0.5625,1000,156.52990341186523
"LIST|LIST|ZIPWITH,*,0,1|FILTER,>0,2","LIST|LIST|ZIPWITH,*,0,1|FILTER,>0,2",True,1.0,1.0,1.0,1.0,1.0,1.0,"LIST|LIST|ZIPWITH,*,0,1|FILTER,>0,2",1.0,1.0,1.0,1.0,1.0,233,48.986196517944336
"LIST|LIST|ZIPWITH,*,0,1|REVERSE,2","LIST|LIST|ZIPWITH,*,0,1|REVERSE,2",True,1.0,1.0,1.0,1.0,1.0,1.0,"LIST|LIST|ZIPWITH,*,0,1|REVERSE,2",1.0,1.0,1.0,1.0,1.0,239,24.90997314453125
"LIST|LIST|ZIPWITH,*,0,1|ZIPWITH,-,2,2","LIST|LIST|ZIPWITH,*,0,1|ZIPWITH,-,2,2",True,1.0,1.0,1.0,1.0,1.0,1.0,"LIST|LIST|ZIPWITH,*,0,1|ZIPWITH,-,2,2",1.0,1.0,1.0,1.0,1.0,146,20.91026306152344
"LIST|LIST|ZIPWITH,*,1,0|ZIPWITH,+,1,2","LIST|LIST|ZIPWITH,*,0,1|ZIPWITH,+,2,1",True,0.0,0.5,0.5,0.5,0.5,0.5,"LIST|LIST|ZIPWITH,*,0,1|ZIPWITH,+,2,1",0.5,0.5,0.5,0.5,0.5,148,36.77010536193848
"LIST|LIST|ZIPWITH,*,1,1|ZIPWITH,-,0,2",,False,0.0,0.0,0.0,0.0,0.0,0.0,"LIST|LIST|ZIPWITH,+,0,0|ZIPWITH,-,0,1",0.5,0.5,0.5,0.5,0.5,1000,199.71203804016116
"LIST|LIST|ZIPWITH,+,0,1|MINIMUM,2","LIST|LIST|ZIPWITH,+,0,1|MINIMUM,2",True,1.0,1.0,1.0,1.0,1.0,1.0,"LIST|LIST|ZIPWITH,+,0,1|MINIMUM,2",1.0,1.0,1.0,1.0,1.0,809,161.93842887878418
"LIST|LIST|ZIPWITH,-,0,0|ZIPWITH,*,1,2","LIST|LIST|ZIPWITH,*,0,1|ZIPWITH,-,2,2",True,0.0,0.5,0.5,0.5,0.5,0.5,"LIST|LIST|ZIPWITH,*,0,1|ZIPWITH,-,2,2",0.5,0.5,0.5,0.5,0.5,155,19.891023635864254
"LIST|LIST|ZIPWITH,-,0,0|ZIPWITH,*,2,1","LIST|LIST|ZIPWITH,*,0,1|ZIPWITH,-,2,2",True,0.0,0.5,0.5,0.5,0.5,0.5,"LIST|LIST|ZIPWITH,*,0,1|ZIPWITH,-,2,2",0.5,0.5,0.5,0.5,0.5,146,34.74998474121094
"LIST|LIST|ZIPWITH,-,0,1|ZIPWITH,*,0,2","LIST|LIST|ZIPWITH,-,0,1|ZIPWITH,*,2,0",True,0.0,0.75,0.75,0.75,0.75,0.75,"LIST|LIST|ZIPWITH,-,0,1|ZIPWITH,*,2,0",0.75,0.75,0.75,0.75,0.75,679,114.07756805419922
"LIST|LIST|ZIPWITH,-,1,0|ZIPWITH,+,2,1","LIST|LIST|ZIPWITH,+,1,1|ZIPWITH,-,2,0",True,0.0,0.5,0.5,0.5,0.5,0.5,"LIST|LIST|ZIPWITH,+,1,1|ZIPWITH,-,2,0",0.5,0.5,0.5,0.5,0.5,426,60.271263122558594
"LIST|LIST|ZIPWITH,max,0,1|MAP,+1,2","LIST|LIST|ZIPWITH,max,0,1|MAP,+1,2",True,1.0,1.0,1.0,1.0,1.0,1.0,"LIST|LIST|ZIPWITH,max,0,1|MAP,+1,2",1.0,1.0,1.0,1.0,1.0,734,71.62690162658691
"LIST|LIST|ZIPWITH,max,1,0|ZIPWITH,*,1,2",,False,0.0,0.0,0.0,0.0,0.0,0.0,"LIST|LIST|ZIPWITH,*,0,0",0.5,0.5,0.5,0.5,0.5,1000,198.0452537536621
"LIST|LIST|ZIPWITH,max,1,0|ZIPWITH,min,2,2","LIST|LIST|MAP,/2,0|ZIPWITH,max,0,1",True,0.0,0.5,0.5,0.5,0.5,0.5,"LIST|LIST|MAP,/2,0|ZIPWITH,max,0,1",0.5,0.5,0.5,0.5,0.5,46,23.308992385864254
"LIST|LIST|ZIPWITH,min,0,1|ZIPWITH,min,0,2","LIST|LIST|ZIPWITH,min,0,0|ZIPWITH,min,2,1",True,0.0,0.5,0.5,0.5,0.5,0.5,"LIST|LIST|ZIPWITH,min,0,0|ZIPWITH,min,2,1",0.5,0.5,0.5,0.5,0.5,5,15.637636184692385
"LIST|LIST|ZIPWITH,min,1,0|FILTER,EVEN,2","LIST|LIST|ZIPWITH,min,0,1|FILTER,EVEN,2",True,0.0,0.75,0.75,0.5,0.75,0.6875,"LIST|LIST|ZIPWITH,min,0,1|FILTER,EVEN,2",0.75,0.75,0.5,0.75,0.6875,215,49.41916465759277
"LIST|LIST|ZIPWITH,min,1,0|MAP,/4,2","LIST|LIST|ZIPWITH,min,0,1|MAP,/4,2",True,0.0,0.75,0.75,0.5,0.75,0.6875,"LIST|LIST|ZIPWITH,min,0,1|MAP,/4,2",0.75,0.75,0.5,0.75,0.6875,197,44.00801658630371
"LIST|MAP,**2,0|FILTER,<0,1","LIST|MAP,*4,0|FILTER,ODD,1",True,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,"LIST|MAP,*4,0|FILTER,ODD,1",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,372,61.27357482910156
"LIST|MAP,*-1,0|COUNT,>0,1","LIST|MAP,/2,0|COUNT,<0,0",True,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,"LIST|MAP,/2,0|COUNT,<0,0",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,45,10.2081298828125
"LIST|MAP,*-1,0|SCAN1L,max,1","LIST|MAP,*-1,0|SCAN1L,max,1",True,1.0,1.0,1.0,1.0,1.0,1.0,"LIST|MAP,*-1,0|SCAN1L,max,1",1.0,1.0,1.0,1.0,1.0,212,33.00309181213379
"LIST|MAP,*-1,0|TAIL,1","LIST|MAP,*-1,0|TAIL,1",True,1.0,1.0,1.0,1.0,1.0,1.0,"LIST|MAP,*-1,0|TAIL,1",1.0,1.0,1.0,1.0,1.0,238,29.88147735595703
"LIST|MAP,*2,0|SCAN1L,max,1","LIST|ZIPWITH,+,0,0|SCAN1L,max,1",True,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666667,0.5833333333333333,"LIST|ZIPWITH,+,0,0|SCAN1L,max,1",0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666667,0.5833333333333333,126,15.182018280029297
"LIST|MAP,*2,0|ZIPWITH,*,1,1","LIST|ZIPWITH,*,0,0|MAP,*4,1",True,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,"LIST|ZIPWITH,*,0,0|MAP,*4,1",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,30,4.026174545288086
"LIST|MAP,*3,0|ZIPWITH,min,0,1","LIST|MAP,*3,0|ZIPWITH,min,1,0",True,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666667,0.6666666666666667,"LIST|MAP,*3,0|ZIPWITH,min,1,0",0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666667,0.6666666666666667,484,160.3543758392334
"LIST|MAP,*4,0|MAP,**2,1","LIST|MAP,*4,0|ZIPWITH,*,1,1",True,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666667,0.6666666666666667,"LIST|MAP,*4,0|ZIPWITH,*,1,1",0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666667,0.6666666666666667,735,191.79892539978027
"LIST|MAP,*4,0|REVERSE,1","LIST|MAP,*4,0|REVERSE,1",True,1.0,1.0,1.0,1.0,1.0,1.0,"LIST|MAP,*4,0|REVERSE,1",1.0,1.0,1.0,1.0,1.0,470,133.78286361694336
"LIST|MAP,*4,0|ZIPWITH,-,1,0","LIST|ZIPWITH,min,0,0|MAP,*3,1",True,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,"LIST|ZIPWITH,min,0,0|MAP,*3,1",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,24,36.27490997314453
"LIST|MAP,+1,0|COUNT,>0,1","LIST|MAP,/2,0|COUNT,>0,1",True,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666667,0.5833333333333333,"LIST|MAP,/2,0|COUNT,>0,1",0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666667,0.5833333333333333,46,11.358261108398438
"LIST|MAP,+1,0|REVERSE,1","LIST|MAP,+1,0|REVERSE,1",True,1.0,1.0,1.0,1.0,1.0,1.0,"LIST|MAP,+1,0|REVERSE,1",1.0,1.0,1.0,1.0,1.0,550,89.46895599365234
"LIST|MAP,+1,0|ZIPWITH,max,1,0","LIST|MAP,/2,0|MAP,+1,0",True,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.41666666666666663,"LIST|MAP,/2,0|MAP,+1,0",0.6666666666666666,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.41666666666666663,11,2.858400344848633
"LIST|MAP,-1,0|FILTER,>0,1","LIST|MAP,-1,0|FILTER,>0,1",True,1.0,1.0,1.0,1.0,1.0,1.0,"LIST|MAP,-1,0|FILTER,>0,1",1.0,1.0,1.0,1.0,1.0,348,41.98789596557617
"LIST|MAP,-1,0|FILTER,ODD,1","LIST|MAP,-1,0|FILTER,ODD,1",True,1.0,1.0,1.0,1.0,1.0,1.0,"LIST|MAP,-1,0|FILTER,ODD,1",1.0,1.0,1.0,1.0,1.0,342,45.01485824584961
"LIST|MAP,/2,0|ZIPWITH,max,1,1","LIST|ZIPWITH,min,0,0|MAP,/2,1",True,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,"LIST|ZIPWITH,min,0,0|MAP,/2,1",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,22,0.0
"LIST|MAP,/4,0|HEAD,1","LIST|MAP,/4,0|HEAD,1",True,1.0,1.0,1.0,1.0,1.0,1.0,"LIST|MAP,/4,0|HEAD,1",1.0,1.0,1.0,1.0,1.0,474,99.92313385009766
"LIST|MAP,/4,0|MAXIMUM,1","LIST|MAP,/4,0|MAXIMUM,1",True,1.0,1.0,1.0,1.0,1.0,1.0,"LIST|MAP,/4,0|MAXIMUM,1",1.0,1.0,1.0,1.0,1.0,472,63.49825859069824
"LIST|MAP,/4,0|ZIPWITH,min,1,1","LIST|ZIPWITH,min,0,0|MAP,/4,1",True,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,"LIST|ZIPWITH,min,0,0|MAP,/4,1",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,34,6.010770797729492
"LIST|REVERSE,0|MAP,/4,1","LIST|MAP,/4,0|REVERSE,1",True,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,"LIST|MAP,/4,0|REVERSE,1",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,470,81.20536804199219
"LIST|REVERSE,0|ZIPWITH,*,1,1","LIST|ZIPWITH,*,0,0|REVERSE,1",True,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,"LIST|ZIPWITH,*,0,0|REVERSE,1",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,62,7.573127746582031
"LIST|SCAN1L,*,0|ZIPWITH,max,1,0",,False,0.0,0.0,0.0,0.0,0.0,0.0,"LIST|ZIPWITH,*,0,0|SCAN1L,*,0",0.6666666666666666,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.41666666666666663,1000,213.8168811798096
"LIST|SCAN1L,+,0|MAP,*3,1","LIST|MAP,*3,0|SCAN1L,+,1",True,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,"LIST|MAP,*3,0|SCAN1L,+,1",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,444,89.09130096435547
"LIST|SCAN1L,+,0|MAP,/4,1",,False,0.0,0.0,0.0,0.0,0.0,0.0,"LIST|MAP,/4,0|SCAN1L,+,1",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,1000,154.05893325805664
"LIST|SCAN1L,-,0|FILTER,<0,1",,False,0.0,0.0,0.0,0.0,0.0,0.0,"LIST|ZIPWITH,+,0,0|FILTER,ODD,1",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,1000,190.9451484680176
"LIST|SCAN1L,max,0|MAP,/3,1","LIST|MAP,/3,0|SCAN1L,max,1",True,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,"LIST|MAP,/3,0|SCAN1L,max,1",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,134,21.597862243652344
"LIST|SCAN1L,max,0|ZIPWITH,min,1,0","LIST|ZIPWITH,min,0,0",True,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,"LIST|ZIPWITH,min,0,0",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,2,0.0
"LIST|SCAN1L,min,0|SCAN1L,*,1","LIST|SCAN1L,min,0|SCAN1L,*,1",True,1.0,1.0,1.0,1.0,1.0,1.0,"LIST|SCAN1L,min,0|SCAN1L,*,1",1.0,1.0,1.0,1.0,1.0,663,129.23908233642578
"LIST|SORT,0|ZIPWITH,max,0,1",,False,0.0,0.0,0.0,0.0,0.0,0.0,"LIST|MAP,/2,0|SCAN1L,max,0",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,1000,109.81440544128418
"LIST|TAIL,0|TAKE,1,0",,False,0.0,0.0,0.0,0.0,0.0,0.0,"LIST|MAP,/2,0|FILTER,ODD,1",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,1000,160.07018089294434
"LIST|ZIPWITH,*,0,0|MAP,/2,1","LIST|ZIPWITH,*,0,0|MAP,/2,1",True,1.0,1.0,1.0,1.0,1.0,1.0,"LIST|ZIPWITH,*,0,0|MAP,/2,1",1.0,1.0,1.0,1.0,1.0,22,1.7244815826416016
"LIST|ZIPWITH,+,0,0|MAP,*3,1","LIST|ZIPWITH,+,0,0|MAP,*3,1",True,1.0,1.0,1.0,1.0,1.0,1.0,"LIST|ZIPWITH,+,0,0|MAP,*3,1",1.0,1.0,1.0,1.0,1.0,106,13.897418975830078
"LIST|ZIPWITH,+,0,0|SCAN1L,-,1","LIST|ZIPWITH,+,0,0|SCAN1L,-,1",True,1.0,1.0,1.0,1.0,1.0,1.0,"LIST|ZIPWITH,+,0,0|SCAN1L,-,1",1.0,1.0,1.0,1.0,1.0,48,10.63084602355957
"LIST|ZIPWITH,+,0,0|ZIPWITH,max,0,1","LIST|ZIPWITH,+,0,0|ZIPWITH,max,1,0",True,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666667,0.6666666666666667,"LIST|ZIPWITH,+,0,0|ZIPWITH,max,1,0",0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666667,0.6666666666666667,91,10.999917984008787
"LIST|ZIPWITH,-,0,0|MAP,/4,1","LIST|ZIPWITH,+,0,0|ZIPWITH,-,1,1",True,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,"LIST|ZIPWITH,+,0,0|ZIPWITH,-,1,1",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,10,1.9993782043457031
"LIST|ZIPWITH,-,0,0|MAXIMUM,1","LIST|MAP,*2,0|COUNT,ODD,1",True,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,"LIST|MAP,*2,0|COUNT,ODD,1",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,540,70.7406997680664
"LIST|ZIPWITH,-,0,0|ZIPWITH,+,1,0","LIST|ZIPWITH,min,0,0",True,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,"LIST|ZIPWITH,min,0,0",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,2,0.0
